-0.00878453,0.00333223,0.00172726,0.00420647,0.000351129
-0.00559173,-0.000618988,0.00193253,0.0146083,0.000386632
0.0132527,-0.000590829,0.00965996,0.0586542,0.00060014
-0.000708508,4.22649e-05,0.0148588,0.103024,0.00111088
0.0460885,0.0114992,0.0210037,0.147838,0.00179534
0.0321635,-0.0258233,0.0282959,0.193335,0.00268595
0.0606502,0.0287589,0.0368783,0.239028,0.00387015
0.0408457,0.00152909,0.0469879,0.284952,0.00539883
0.0356658,-0.00754079,0.059649,0.330792,0.00732629
0.0442509,0.0130306,0.0760707,0.377156,0.00974483
0.0430075,-0.000483726,0.0981381,0.424906,0.0127537
0.044436,0.0335524,0.124512,0.473635,0.0168194
0.0504844,-0.0142802,0.155842,0.523526,0.0220551
0.0397253,0.0300701,0.193127,0.574238,0.0285247
0.0206192,-0.0192692,0.23736,0.625218,0.0362399
0.0668741,0.00956811,0.286774,0.676135,0.0454754
0.0569852,-0.0133129,0.345228,0.72818,0.0566202
0.0448645,0.0427038,0.427901,0.792314,0.073848
0.0394393,-0.00138394,0.494524,0.842718,0.0914594
0.0150275,0.0259857,0.560807,0.891856,0.112427
0.028399,0.000347398,0.626696,0.939517,0.136653
0.0878769,0.0184322,0.692608,0.985416,0.163904
0.0303188,-0.00706303,0.761423,1.02918,0.193599
0.019128,0.00887915,0.828907,1.07034,0.225963
0.0804565,0.00570762,0.894333,1.10905,0.261153
0.028467,-0.00317378,0.958842,1.14596,0.299676
0.0237014,-0.00064418,1.02472,1.18026,0.340262
0.0730716,0.000896277,1.09375,1.21181,0.382706
0.0257186,-0.0129439,1.16079,1.24016,0.427177
0.0238742,0.0100694,1.22511,1.26516,0.473298
0.0834776,0.0278222,1.28696,1.28689,0.52079
0.0245652,0.00325064,1.34658,1.30542,0.569406
0.0123159,0.0103008,1.40418,1.32082,0.618926
0.0812958,0.0164094,1.47367,1.3358,0.681798
0.0190953,0.0185457,1.5194,1.34384,0.732011
0.0228978,0.014946,1.55424,1.34925,0.803335
0.0453187,0.0202158,1.55552,1.3499,0.847882
0.0477459,0.00784156,1.55651,1.35048,0.892389
0.0370489,0.0236782,1.55767,1.35101,0.936924
0.0377177,-0.0211182,1.55903,1.3515,0.98149
0.0288461,0.00239806,1.56062,1.35193,1.02609
0.0304575,-0.0266999,1.56248,1.3523,1.07074
0.0487275,0.00863558,1.56467,1.35259,1.11543
0.0472536,0.000913429,1.56723,1.35279,1.16019
0.0379489,0.000272024,1.57024,1.35289,1.20502
0.0391325,-0.00208246,1.57377,1.35286,1.24992
0.0490069,-0.00812458,1.57791,1.3527,1.29492
0.0511186,-0.0140305,1.58277,1.35236,1.34004
0.0451053,0.0211749,1.59006,1.35166,1.39662
0.0303457,-0.0010051,1.59705,1.35084,1.44206
0.0507597,-0.000580369,1.60528,1.34973,1.4877
0.0271787,0.0176495,1.61497,1.34829,1.53355
0.00574396,0.0284227,1.6264,1.34646,1.57967
0.0938945,0.00462994,1.64125,1.34419,1.62633
0.0219736,-0.00757824,1.66131,1.34139,1.67355
0.0201969,-0.00924763,1.68629,1.33773,1.72164
0.0968246,0.026911,1.71617,1.33296,1.7708
0.0231413,0.00527616,1.75141,1.32688,1.8213
0.0165983,-0.0116457,1.79212,1.31958,1.87214
0.0843011,0.0230452,1.8396,1.3109,1.92273
0.0308322,0.00474539,1.89447,1.30046,1.97462
0.0162233,0.00248219,1.96006,1.28812,2.02638
0.113403,0.00903269,2.02911,1.27279,2.07706
0.0154462,-0.00623333,2.09559,1.25364,2.12691
0.0289576,0.0116789,2.16171,1.23117,2.17539
0.0941743,0.0292203,2.24375,1.19859,2.23377
0.0232914,0.00517211,2.31399,1.17003,2.27797
0.0108822,0.00827302,2.41681,1.12148,2.33998
0.0443825,0.000247929,2.48761,1.08548,2.37866
0.0421015,0.027633,2.55406,1.04669,2.41433
0.0468796,0.0178855,2.61808,1.00497,2.4476
0.0210492,0.0157321,2.68279,0.961329,2.47813
0.0307946,0.0065148,2.74898,0.916364,2.50556
0.0638299,0.0167574,2.81254,0.869833,2.52968
0.0277391,0.00266244,2.87369,0.822004,2.55055
0.0545399,-0.0123709,2.93269,0.773116,2.56824
0.0310323,0.0198279,2.98974,0.723383,2.58283
0.0346804,0.0128777,3.04504,0.672995,2.5944
0.00707692,0.0200956,3.09069,0.622861,2.60241
0.0644604,0.0120156,3.11869,0.574649,2.60677
0.0398736,0.0234589,3.12496,0.529413,2.60807
0.0432114,0.00824866,3.12592,0.47381,2.60886
0.0462504,-3.79741e-05,3.12683,0.429304,2.60946
0.0385578,0.0127244,3.12789,0.384773,2.61002
0.0138205,0.00762737,3.12914,0.340214,2.61053
0.0167422,0.0122472,3.1306,0.295621,2.611
0.0977177,0.00733036,3.13232,0.250989,2.6114
0.0226942,0.00186048,3.13432,0.20631,2.61174
0.0360981,-0.0225675,3.13668,0.161577,2.61199
0.0975065,0.001455,3.13944,0.11678,2.61215
0.0253346,0.00063688,-3.1405,0.0719082,2.61219
0.0380108,-0.0160021,-3.1367,0.026949,2.61211
0.101875,-0.00272547,-3.13224,-0.018113,2.61187
0.0364552,-0.00548882,-3.12699,-0.0632955,2.61145
0.0411731,-0.0125173,-3.12083,-0.10862,2.61082
0.0876318,0.00421444,-3.11358,-0.15411,2.60994
0.0345233,-0.0103247,-3.10505,-0.199796,2.60876
0.0125378,0.0135635,-3.095,-0.245711,2.60725
0.0811883,0.0313524,-3.07896,-0.303029,2.60478
0.020899,0.0080618,-3.0615,-0.349696,2.60227
0.0319402,-0.00334771,-3.03952,-0.397269,2.59903
0.14352,0.0261022,-3.01252,-0.446161,2.59477
0.133327,0.0202929,-2.98035,-0.496183,2.58935
0.0587856,0.0295176,-2.94193,-0.546988,2.58268
0.0198859,-0.00316879,-2.89748,-0.597787,2.57479
0.024684,-0.00285729,-2.81834,-0.674975,2.55985
0.016449,0.0208641,-2.75291,-0.726724,2.54753
0.0460404,0.0137445,-2.68381,-0.777415,2.53222
0.0453826,0.0141922,-2.61734,-0.827279,2.5131
0.0253268,0.0237662,-2.55122,-0.875781,2.49066
0.0537835,-0.00402299,-2.48554,-0.922716,2.46501
0.0195539,0.00209369,-2.41776,-0.967489,2.43687
0.0178781,0.00430895,-2.31604,-1.03039,2.38946
0.0132617,0.00489597,-2.25077,-1.06972,2.35379
0.0764912,0.00031408,-2.17016,-1.11563,2.30542
0.0516991,-0.0138297,-2.10634,-1.14934,2.26418
0.0382724,-0.0277795,-2.03937,-1.18041,2.22124
0.0231449,0.00452047,-1.9727,-1.20834,2.17655
0.0245012,0.0206374,-1.9087,-1.23294,2.13025
0.0840488,-0.00127375,-1.84714,-1.25427,2.0826
0.03111,-0.0160313,-1.78778,-1.2724,2.03387
0.0220996,-0.00598493,-1.73041,-1.28742,1.98425
0.0966049,0.0135379,-1.67482,-1.29941,1.93395
0.000132051,0.000515819,-1.6271,-1.30795,1.88361
0.0160383,0.0155726,-1.5958,-1.31283,1.83497
0.0767028,0.0139907,-1.58655,-1.31444,1.78933
0.0259993,-0.00019425,-1.58564,-1.31503,1.74483
0.0147788,0.0317425,-1.58458,-1.31559,1.70031
0.0776699,0.000460137,-1.58333,-1.3161,1.65576
0.0131615,0.00184395,-1.58187,-1.31656,1.61118
0.006651,0.0156634,-1.57969,-1.31706,1.5554
0.0982027,0.0158494,-1.5776,-1.31737,1.51072
0.0426138,-0.00410122,-1.57516,-1.3176,1.46598
0.037127,0.00843847,-1.57229,-1.31773,1.42118
0.0414669,0.0153646,-1.56893,-1.31775,1.3763
0.0387258,0.00858826,-1.56498,-1.31762,1.33132
0.0432744,0.0139971,-1.56034,-1.31734,1.28624
0.0425361,0.00691162,-1.55489,-1.31687,1.24104
0.0402603,0.0262053,-1.54849,-1.31618,1.19569
0.0503479,0.00104242,-1.54096,-1.31523,1.15016
0.0461992,0.0063058,-1.53209,-1.31398,1.10443
0.0318873,-0.0384855,-1.52165,-1.31237,1.05846
0.050016,0.0142575,-1.50905,-1.31035,1.01216
0.0371822,-0.00353391,-1.49175,-1.30787,0.965212
0.0384542,-0.000876614,-1.46934,-1.30471,0.917486
0.0515388,0.0355691,-1.44322,-1.30064,0.869636
0.0478749,0.0110395,-1.41187,-1.29535,0.820174
0.0523841,0.0229435,-1.37396,-1.28876,0.769382
0.0443719,-0.0457225,-1.31902,-1.2788,0.705782
0.0519315,0.00688704,-1.26759,-1.26905,0.654401
0.0143036,0.0239242,-1.20578,-1.25732,0.60232
0.0351647,0.00264378,-1.13582,-1.24338,0.551391
0.0867042,0.00983713,-1.06923,-1.22541,0.501117
0.0258397,0.0143598,-1.00297,-1.2041,0.45213
0.0103274,0.0076807,-0.937117,-1.17953,0.404643
0.0701858,0.0580779,-0.870098,-1.15219,0.359043
0.012912,0.00845886,-0.800055,-1.12238,0.315708
0.014676,0.00426814,-0.729522,-1.08958,0.274538
0.0536719,0.0588979,-0.664023,-1.05327,0.235735
0.014755,0.0102969,-0.599596,-1.01426,0.19933
0.0161132,0.00280806,-0.535902,-0.973138,0.165694
0.085239,0.0180218,-0.466991,-0.930273,0.134542
0.0202652,-0.0117393,-0.400457,-0.885516,0.1067
0.0187434,0.0229025,-0.336599,-0.83916,0.0821846
0.0805778,0.0157981,-0.275167,-0.791474,0.0609298
0.0237932,-0.00608964,-0.215924,-0.742702,0.0428612
0.0205413,-0.00111886,-0.158651,-0.693061,0.0279003
0.10035,0.00188668,-0.0897548,-0.630069,0.0134666
0.00795123,-0.00467219,-0.046219,-0.580124,0.00595823
0.0312936,0.00515783,-0.0169082,-0.509539,0.00129581
0.038936,0.00159091,-0.0162003,-0.465063,0.000650445
0.0383764,0.000507524,-0.0153803,-0.420572,3.3894e-05
0.0349441,-0.0323856,-0.01442,-0.376058,-0.000549344
0.0460387,-0.0239061,-nan,0,0
0.00674327,0.0215441,-nan,0,0
